 "rsNr" , "dateApplicability" , "title" , "abrev" , "fileUrl" ,
 "0.192.122.423.1" , "2014-01-15" , "Echange de lettres des 18 juin/5 juillet 1973 entre la Suisse et la France sur l'application de la Convention franco-suisse du 13 septembre 1965 relative à l'extension en territoire français du domaine de l'Organisation européenne pour la recherche nucléaire (avec annexe) " ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1974/181_181_181/20140115/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1974-181_181_181-20140115-fr-pdf-a.pdf" ,
 "0.192.122.423.2" , "2014-01-18" , "Accord du 18 octobre 2010 entre le Conseil fédéral suisse, le Gouvernement de la République française et l'Organisation européenne pour la Recherche nucléaire sur le droit applicable aux entreprises intervenant sur le domaine de l'Organisation afin d'y réaliser des prestations de services revêtant un caractère transnational" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2013/885/20140118/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2013-885-20140118-fr-pdf-a.pdf" ,
 "0.192.122.424" , "1973-08-21" , "Echange de lettres des 13 juillet/21 août 1973 entre la Suisse et l'Organisation européenne pour la recherche nucléaire sur l'établissement d'un passage unique entre les différentes installations de l'organisation" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1974/177_177_177/19730821/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1974-177_177_177-19730821-fr-pdf-a.pdf" ,
 "0.192.122.425" , "1996-07-03" , "Echange de lettres des 26 octobre/4 novembre 1994 entre la Confédération suisse et l'Organisation européenne pour la Recherche Nucléaire concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/641_641_641/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-641_641_641-19960703-fr-pdf-a.pdf" ,
 "0.192.122.426" , "2006-10-11" , "Echange de lettres des 1<sup>er</sup>/23 novembre 2004 entre la Suisse et l'Organisation européenne pour la Recherche nucléaire relatif à l'ouverture d'une porte d'accès au domaine de l'Organisation à partir du territoire français (avec annexe) " ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2006/288/20061011/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2006-288-20061011-fr-pdf-a.pdf" ,
 "0.192.122.451" , "2017-01-01" , "Accord du 17 décembre 1986 entre le Conseil fédéral suisse et l'Union internationale pour la conservation de la nature et de ses ressources (UICN) pour régler le statut fiscal de l'Union et de son personnel en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1987/421_421_421/20170101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1987-421_421_421-20170101-fr-pdf-a.pdf" ,
 "0.192.122.451.1" , "2000-06-20" , "Echange de lettres du 14/20 juin 2000 portant modification de l'Accord entre le Conseil fédéral suisse et l'Union internationale pour la conservation de la nature et de ses ressources (UICN) pour régler le statut fiscal de l'Union et de son personnel en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2002/439/20000620/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2002-439-20000620-fr-pdf-a.pdf" ,
 "0.192.122.50" , "2021-01-01" , "Accord du 19 mars 1993 entre le Conseil fédéral suisse et le Comité international de la Croix-Rouge en vue de déterminer le statut juridique du Comité en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1993/1504_1504_1504/20210101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1993-1504_1504_1504-20210101-fr-pdf-a-1.pdf" ,
 "0.192.122.51" , "2022-12-15" , "Accord du 29 novembre 1996 entre le Conseil fédéral suisse et la Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge en vue de déterminer le statut juridique de la Fédération internationale en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/151/20221215/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-151-20221215-fr-pdf-a.pdf" ,
 "0.192.122.513" , "1996-11-29" , "Echange de lettres du 29 novembre 1996 entre la confédération suisse et la Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/152/19961129/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-152-19961129-fr-pdf-a.pdf" ,
 "0.192.122.52" , "1976-03-16" , "Accord du 10 mars 1976 entre le Conseil fédéral suisse et l'Organisation internationale de Protection Civile pour régler le statut juridique de cette organisation en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1977/1571_1571_1571/19760316/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1977-1571_1571_1571-19760316-fr-pdf-a.pdf" ,
 "0.192.122.521" , "1996-07-03" , "Echange de lettres des 26 octobre/7 novembre 1994 entre la Confédération suisse et l'Organisation internationale de protection civile concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/656_656_656/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-656_656_656-19960703-fr-pdf-a.pdf" ,
 "0.192.122.53" , "2003-02-25" , "Accord du 25 février 2003 entre le Conseil fédéral suisse et le Centre International de Déminage Humanitaire  Genève relatif au statut du Centre en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2003/480/20030225/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2003-480-20030225-fr-pdf-a.pdf" ,
 "0.192.122.54" , "2016-06-13" , "Accord du 13 juin 2016 entre le Conseil fédéral suisse et le Secrétariat du Traité sur le commerce des armes en vue de déterminer le statut juridique du Secrétariat en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2016/477/20160613/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2016-477-20160613-fr-pdf-a.pdf" ,
 "0.192.122.541" , "2016-07-12" , "Echange de lettres des 6/12 juillet 2016 entre la Confédération suisse et le Secrétariat du Traité sur le commerce des armes portant sur le statut des membres du personnel de nationalité suisse en matière d'assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2016/492/20160712/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2016-492-20160712-fr-pdf-a.pdf" ,
 "0.192.122.55" , "2018-01-15" , "Accord du 15 janvier 2018 entre le Conseil fédéral suisse et Interpeace relatif aux privilèges et immunités d'Interpeace en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2018/65/20180115/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2018-65-20180115-fr-pdf-a.pdf" ,
 "0.192.122.632" , "1995-06-02" , "Accord du 2 juin 1995 entre la Confédération suisse et l'Organisation mondiale du commerce en vue de déterminer le statut juridique de l'Organisation en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/816_816_816/19950602/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-816_816_816-19950602-fr-pdf-a.pdf" ,
 "0.192.122.632.11" , "1996-07-03" , "Echange de lettres du 2 juin 1995 entre la Confédération suisse et l'Organisation mondiale du commerce concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/659_659_659/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-659_659_659-19960703-fr-pdf-a.pdf" ,
 "0.192.122.632.12" , "2001-10-18" , "Accord du 18 octobre 2001 entre le Conseil fédéral suisse et le Centre consultatif sur la législation de l'OMC en vue de déterminer le statut juridique du Centre consultatif en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2004/793/20011018/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2004-793-20011018-fr-pdf-a-1.pdf" ,
 "0.192.122.632.121" , "2001-10-18" , "Echange de lettres des 18 octobre/1er novembre 2001 entre la Confédération suisse et le Centre consultatif sur la législation de l'OMC concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2004/794/20011018/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2004-794-20011018-fr-pdf-a-1.pdf" ,
 "0.192.122.632.13" , "2004-04-30" , "Accord du 31 août 2004 entre le Conseil fédéral suisse et l'Agence de coopération et d'information pour le commerce international (ACICI) en vue de déterminer le statut juridique de l'Agence en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2005/226/20040430/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2005-226-20040430-fr-pdf-a-1.pdf" ,
 "0.192.122.632.131" , "2004-08-31" , "Echange de lettres du 31 août 2004 entre la Confédération suisse et l'Agence de coopération et d'information pour le commerce international (ACICI) concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2005/227/20040831/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2005-227-20040831-fr-pdf-a-2.pdf" ,
 "0.192.122.632.2" , "1977-08-18" , "Echange de lettres du 18 août 1977 entre le Département  politique fédéral et le Directeur général du GATT concernant  l'application au GATT de l'Accord du 19 avril 1946 sur les privilèges et immunités de l'Organisation des Nations Unies" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1977/2202_2202_2202/19770818/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1977-2202_2202_2202-19770818-fr-pdf-a.pdf" ,
 "0.192.122.632.3" , "1961-08-10" , "Accord du 10 août 1961 entre le Conseil fédéral suisse et l'Association européenne de libre-échange pour déterminer le statut juridique de cette Association en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1961/749_763_779/19610810/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1961-749_763_779-19610810-fr-pdf-a-1.pdf" ,
 "0.192.122.632.31" , "1961-08-10" , "Echange de lettres du 10 août 1961 entre la Suisse et l'Association européenne de libre-échange concernant le statut fiscal des fonctionnaires suisses au service de cette Association" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1992/2382_2382_2382/19610810/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1992-2382_2382_2382-19610810-fr-pdf-a.pdf" ,
 "0.192.122.632.32" , "1996-07-03" , "Echange de lettres des 26 octobre/5 décembre 1994 entre la Confédération suisse et l'Association européenne de libre-échange concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/632_632_632/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-632_632_632-19960703-fr-pdf-a.pdf" ,
 "0.192.122.734.1" , "2017-02-15" , "Accord du 16 décembre 2008 entre le Conseil fédéral suisse et la Commission électrotechnique internationale pour régler le statut fiscal de la Commission et de son personnel en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2009/45/20170215/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2009-45-20170215-fr-pdf-a.pdf" ,
 "0.192.122.742" , "1988-02-10" , "Accord du 10 février 1988 entre le Conseil fédéral suisse et l'Organisation intergouvernementale pour les transports internationaux ferroviaires (OTIF) en vue de déterminer le statut juridique de cette Organisation en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1988/842_842_842/19880210/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1988-842_842_842-19880210-fr-pdf-a.pdf" ,
 "0.192.122.742.1" , "1996-07-03" , "Echange de lettres des 26 octobre/12 décembre 1994 entre la Confédération suisse et l'Organisation intergouvernementale pour les transports internationaux ferroviaires concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/662_662_662/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-662_662_662-19960703-fr-pdf-a.pdf" ,
 "0.192.122.748" , "1997-12-19" , "Accord du 20 décembre 1976 entre le Conseil fédéral suisse et l'Association du Transport aérien international (IATA) pour régler le statut fiscal des services et du personnel de cette organisation en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1989/1505_1505_1505/19971219/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1989-1505_1505_1505-19971219-fr-pdf-a.pdf" ,
 "0.192.122.749" , "1997-01-30" , "Accord du 30 janvier 1997 entre le Conseil fédéral suisse et le Conseil International des Aéroports pour régler le statut fiscal du Conseil et de son personnel en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/119/19970130/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-119-19970130-fr-pdf-a.pdf" ,
 "0.192.122.784" , "1992-06-04" , "Accord du 4 juin 1992 entre le Conseil fédéral suisse et la Société internationale de télécommunications aéronautiques (SITA) pour régler le statut fiscal de la SITA et de son personnel en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1992/1785_1785_1785/19920604/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1992-1785_1785_1785-19920604-fr-pdf-a.pdf" ,
 "0.192.122.818.11" , "2004-12-13" , "Accord du 13 décembre 2004 entre le Conseil fédéral suisse et le Fonds mondial de lutte contre le sida, la tuberculose et le paludisme en vue de déterminer le statut juridique du Fonds mondial en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2005/414/20041213/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2005-414-20041213-fr-pdf-a-2.pdf" ,
 "0.192.122.818.111" , "2004-12-13" , "Echange de lettres du 13 décembre 2004 entre la Confédération suisse et le Fonds mondial de lutte contre le sida, la tuberculose et le paludisme concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2005/525/20041213/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2005-525-20041213-fr-pdf-a-1.pdf" ,
 "0.192.122.818.12" , "2009-01-01" , "Accord du 23 juin 2009 entre le Conseil fédéral suisse et GAVI Alliance (Global Alliance for Vaccines and Immunization) en vue de déterminer le statut juridique de GAVI Alliance en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2009/541/20090101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2009-541-20090101-fr-pdf-a.pdf" ,
 "0.192.122.818.121" , "2009-06-23" , "Echange de lettres du 23 juin 2009 entre la Confédération suisse et GAVI Alliance (Global Alliance for Vaccines and Immunization) portant sur le statut des membres du personnel de nationalité suisse en matière d'assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2009/542/20090623/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2009-542-20090623-fr-pdf-a.pdf" ,
 "0.192.122.818.13" , "2010-12-09" , "Accord du 9 décembre 2010 entre le Conseil fédéral suisse et DNDi (Drugs for Neglected Diseases initiative) relatif aux privilèges et immunités de DNDi en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2011/231/20101209/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2011-231-20101209-fr-pdf-a.pdf" ,
 "0.192.122.818.14" , "2010-12-09" , "Accord du 9 décembre 2010 entre le Conseil fédéral suisse et MMV (Medicines for Malaria Venture) relatif aux privilèges et immunités de MMV en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2011/232/20101209/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2011-232-20101209-fr-pdf-a.pdf" ,
 "0.192.122.818.15" , "2010-12-09" , "Accord du 9 décembre 2010 entre le Conseil fédéral suisse et FIND (Foundation for Innovative New Diagnostics) relatif aux privilèges et immunités de FIND en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2011/233/20101209/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2011-233-20101209-fr-pdf-a.pdf" ,
 "0.192.122.818.16" , "2010-12-16" , "Accord du 16 décembre 2010 entre le Conseil fédéral suisse et GAIN (Global Alliance for Improved Nutrition) relatif aux privilèges et immunités de GAIN en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2011/234/20101216/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2011-234-20101216-fr-pdf-a.pdf" ,
 "0.192.122.818.17" , "2018-02-12" , "Accord du 12 février 2018 entre le Conseil fédéral suisse et Medicines Patent Pool relatif aux privilèges et immunités de Medicines Patent Pool en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2018/118/20180212/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2018-118-20180212-fr-pdf-a.pdf" ,
 "0.192.122.931" , "1976-12-28" , "Accord du 9 décembre 1976 entre le Conseil fédéral suisse et l'Association des Pays Exportateurs de Minerai de Fer pour régler le statut juridique de cette association en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1977/1580_1580_1580/19761228/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1977-1580_1580_1580-19761228-fr-pdf-a-1.pdf" ,
 "0.192.122.935" , "1954-05-03" , "Echange de lettres des 7 avril/3 mai 1954 concernant le statut juridique en Suisse du Comité intergouvernemental pour les migrations européennes" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1956/1135_1213_1225/19540503/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1956-1135_1213_1225-19540503-fr-pdf-a-1.pdf" ,
 "0.192.122.935.4" , "2019-11-18" , "Accord du 18 novembre 2019 entre le Conseil fédéral suisse et l'Association du Code de conduite international des entreprises de sécurité privées relatif aux privilèges et immunités de l'Association en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/789/20191118/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-789-20191118-fr-pdf-a.pdf" ,
 "0.192.122.936" , "1996-07-03" , "Echange de lettres des 26 octobre/10 novembre 1994 entre la Confédération suisse et l'Organisation internationale pour les migrations concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/653_653_653/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-653_653_653-19960703-fr-pdf-a.pdf" ,
 "0.192.122.945.1" , "2015-01-23" , "Accord du 23 janvier 2015 entre le Conseil fédéral suisse et la Fondation du World Economic Forum relatif au statut de la Fondation du World Economic Forum en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2015/73/20150123/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2015-73-20150123-fr-pdf-a.pdf" ,
 "0.192.122.971" , "2019-01-01" , "Convention du 20 janvier 1930 concernant la Banque des règlements internationaux (avec Charte constitutive et statuts de la Banque) " ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/46/68_68_72/20190101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-46-68_68_72-20190101-fr-pdf-a.pdf" ,
 "0.192.122.971.1" , "2016-02-23" , "Protocole du 30 juillet 1936 relatif aux immunités de la Banque des règlements internationaux" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1982/1990_1990_1990/20160223/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1982-1990_1990_1990-20160223-fr-pdf-a.pdf" ,
 "0.192.122.971.3" , "2003-01-13" , "Accord du 10 février 1987 entre le Conseil fédéral suisse et la Banque des règlements internationaux en vue de déterminer le statut juridique de la Banque en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1987/471_471_471/20030113/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1987-471_471_471-20030113-fr-pdf-a.pdf" ,
 "0.192.122.971.4" , "1996-07-03" , "Echange de lettres des 26 octobre/12 décembre 1994 entre la Confédération suisse et la Banque des Règlements internationaux concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/635_635_635/19960703/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-635_635_635-19960703-fr-pdf-a.pdf" ,
 "0.192.122.972.0" , "2012-05-01" , "Echange de lettres des 13/26 juillet 1979 entre le Département fédéral des affaires étrangères et le Fonds international de développement agricole sur les privilèges et immunités du Fonds en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1979/1566_1566_1566/20120501/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1979-1566_1566_1566-20120501-fr-pdf-a.pdf" ,
 "0.192.122.972.11" , "1997-03-20" , "Accord du 20 mars 1997 entre la Confédération suisse et le Centre Sud en vue de déterminer le statut juridique du Centre en Suisse" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/390/19970320/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-390-19970320-fr-pdf-a.pdf" ,
 "0.192.122.972.111" , "1997-03-20" , "Echange de lettres du 20 mars 1997 entre le Conseil fédéral suisse et le Centre Sud concernant le statut des fonctionnaires internationaux de nationalité suisse à l'égard des assurances sociales suisses (AVS/AI/APG et AC)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/391/19970320/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-391-19970320-fr-pdf-a.pdf" ,
 "0.192.122.974" , "1974-07-01" , "Accord du 24 mars 1972 sur le statut juridique en Suisse de la Banque Européenne d'investissement" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1972/2765_2822_2602/19740701/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1972-2765_2822_2602-19740701-fr-pdf-a.pdf" ,
 "0.192.122.975" , "1971-08-11" , "Echange de lettres des 23 juillet/11 août 1971 entre le Département politique fédéral et la Banque asiatique de développement concernant le bureau de la banque à Zurich et le personnel qui y est affecté" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1971/1360_1355_1355/19710811/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1971-1360_1355_1355-19710811-fr-pdf-a-2.pdf" ,
 "0.193.11" , "1857-06-16" , "Traité du 26 mai 1857 concernant le règlement de l'affaire de Neuchâtel" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/V/547_505_474/18570616/fr/pdf-a/fedlex-data-admin-ch-eli-cc-V-547_505_474-18570616-fr-pdf-a-1.pdf" ,
 "0.193.211" , "2015-10-29" , "Convention du 29 juillet 1899 pour le règlement pacifique des conflits internationaux (avec acte final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/18/517_433_502/20151029/fr/pdf-a/fedlex-data-admin-ch-eli-cc-18-517_433_502-20151029-fr-pdf-a.pdf" ,
 "0.193.212" , "2022-05-18" , "Convention du 18 octobre 1907 pour le règlement pacifique des conflits internationaux (avec acte final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/26/305_271_293/20220518/fr/pdf-a/fedlex-data-admin-ch-eli-cc-26-305_271_293-20220518-fr-pdf-a.pdf" ,
 "0.193.213" , "2006-06-01" , "Acte général du 26 septembre 1928 pour le règlement pacifique des différends internationaux" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/51/2_2_2/20060601/fr/pdf-a/fedlex-data-admin-ch-eli-cc-51-2_2_2-20060601-fr-pdf-a.pdf" ,
 "0.193.231" , "2014-10-02" , "Convention européenne du 29 avril 1957 pour le règlement pacifique des différends" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1966/796_821_811/20141002/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1966-796_821_811-20141002-fr-pdf-a.pdf" ,
 "0.193.235" , "2019-03-12" , "Convention du 15 décembre 1992 relative à la conciliation et à l'arbitrage au sein de la CSCE (avec prot. financier)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1995/4392_4392_4392/20190312/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1995-4392_4392_4392-20190312-fr-pdf-a.pdf" ,
 "0.193.235.1" , "1997-11-12" , "Echange de lettres des 23 octobre/12 novembre 1997 entre la Suisse et la Cour de conciliation et d'arbitrage au sein de l'OSCE portant sur les dépenses relatives aux locaux de la Cour et à leur équipement initial (avec annexe)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2003/127/19971112/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2003-127-19971112-fr-pdf-a.pdf" ,
 "0.193.235.11" , "2013-03-12" , "Echange de lettres des 19 février/12 mars 2013 entre la Suisse et la Cour de conciliation et d'arbitrage au sein de l'OSCE portant sur la mise à disposition de la Cour de nouveaux locaux" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2013/366/20130312/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2013-366-20130312-fr-pdf-a.pdf" ,
 "0.193.271" , "2018-07-25" , "Protocole facultatif du 22 décembre 1992 concernant le règlement obligatoire des différends relatifs à la constitution de l'Union internationale des télécommunications, à la convention de l'Union internationale des télécommunications et aux règlements administratifs" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1996/1242_1242_1242/20180725/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1996-1242_1242_1242-20180725-fr-pdf-a.pdf" ,
 "0.193.311" , "1988-12-01" , "Traité du 27 août 1928 de renonciation à la guerre" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/45/599_625_587/19881201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-45-599_625_587-19881201-fr-pdf-a.pdf" ,
 "0.193.411.36" , "1922-05-26" , "Traité d'arbitrage et de conciliation du 3 décembre 1921 entre la Confédération suisse et le Reich allemand (avec prot. fin.)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/38/344_350_347/19220526/fr/pdf-a/fedlex-data-admin-ch-eli-cc-38-344_350_347-19220526-fr-pdf-a.pdf" ,
